GenBank,Seq.Names,Clade.Label,MajorGroup,Group,ThermoMode,Class,Order,Family,Species,dN,dS,dNdS,Clade,Clade.Age,Tip.Age,Lat,AnnualTemp,Habitat,BodyMass,Longevity,MaturityAge,Fecundity,Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
KX177966.1,Macrognathus_pancalus_KX177966.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus_pancalus,2.30E-10,6.12E-09,0.037670483,Fishes_Node4667,40.77748769,32.94085484,23.23451327,24.98055878,Freshwater,26.2,7.581951694,1.358573794,227,NA,FishBase,FishBase,,
AP002946.1,Mastacembelus_favus_AP002946.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus_favus,1.09E-10,5.77E-09,0.018884676,Fishes_Node4667,40.77748769,19.89502182,14.91666667,25.68082886,Freshwater,778.5,14.47703172,2.730423198,47463.16153,NA,FishBase,,,
KY609156.1,Mastacembelus_armatus_KY609156.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus_armatus,3.21E-10,7.44E-09,0.043160221,Fishes_Node4667,40.77748769,16.21939369,19.21759259,24.71121063,Freshwater,1301.1,18,3.106889852,7409,NA,FishBase,"Study of reproductive traits of spiny eel, Mastacembelus armatus (Mastacembeliforms) from Kalinadi-a tributary of the Ganges river basin, India",,Aquariumwiki.com
KY609155.1,Mastacembelus_erythrotaenia_KY609155.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus_erythrotaenia,2.17E-10,5.78E-09,0.037575827,Fishes_Node4667,40.77748769,16.21939369,5.363636364,25.94389038,Freshwater,2237.4,10,3.279769904,97239.52272,NA,FishBase,,,Aquariumwiki.com
MT344964.1,Dario_dario_MT344964.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Badidae,Dario_dario,2.92E-10,1.00E-08,0.029091304,Fishes_Node4673,72.93057747,72.93057747,25.66129032,18.47075043,Freshwater,0.2,6,0.54093442,287.7949301,NA,FishBase,,,Aquariumwiki.com
MK482630.1,Pristolepis_rubripinnis_MK482630.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Pristolepididae,Pristolepis_rubripinnis,1.02E-10,3.86E-09,0.026367627,Fishes_Node4673,72.93057747,72.93057747,10,27.36553345,Freshwater,47.9,6.409525736,1.17629712,1482.159699,NA,FishBase,,,
NC_022480.1,Parachanna_insignis_NC_022480.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Parachanna_insignis,2.10E-10,5.16E-09,0.040717862,Fishes_Node4675,67.63254398,67.63254351,2.37628866,23.92953644,Freshwater,1134.3,12,2.37122584,6505.149265,NA,FishBase,,,Aquariumwiki.com
MF804538.1,Channa_lucius_MF804538.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_lucius,1.83E-10,5.46E-09,0.033586645,Fishes_Node4675,67.63254398,41.70338192,7.842222222,25.41174774,Freshwater,505.9,12,2.047944248,2617,NA,FishBase,"EA Preliminary Study on Domestication of Bluespotted Snakehead (Channa Lucius, Channidae) in Concrete Tank",,Average of Genus
KX129904.1,Channa_micropeltes_KX129904.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_micropeltes,1.81E-10,7.08E-09,0.025538853,Fishes_Node4675,67.63254398,11.65716903,7.912790698,25.92395935,Freshwater,48114.3,10,3.753234517,24786,NA,FishBase,ANALISA ASPEK REPRODUKSI IKAN TOMAN (Channa micropeltes) DI SUNGAI BELIDA KABUPATEN MUARA ENIM,,Aquariumwiki.com
MG986721.1,Channa_diplogramme_MG986721.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_diplogramma,1.90E-10,7.32E-09,0.025920311,Fishes_Node4675,67.63254398,11.65716903,10.5,25.27374115,Freshwater,1196.7,12,2.375803298,6531.672678,NA,FishBase,,,Average of Genus
KX177965.1,Channa_striata_KX177965.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_striata,1.36E-10,6.32E-09,0.021532142,Fishes_Node4675,67.63254398,41.74516997,16.72139037,23.67529297,Freshwater,9457.1,12,1.8,12441,NA,FishBase,FishBase,FishBase,Aquariumwiki.com
MK007075.1,Channa_punctata_MK007075.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_punctata,2.86E-10,9.22E-09,0.031041623,Fishes_Node4675,67.63254398,34.57488043,25.72478992,21.66228333,Freshwater,348.3,12,1.796485154,2300,NA,FishBase,FishBase,,Aquariumwiki.com
MF924390.1,Channa_gachua_MF924390.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_gachua,3.84E-10,8.57E-09,0.044850724,Fishes_Node4675,67.63254398,34.57488043,24.70063492,17.97646027,Freshwater,242.4,12,1.72978744,1709,NA,FishBase,__C _I_M SINH H_C SINH S_N C_A C_ CH_NH D_C (Channa gachua) PH_N B_ _ T_NH H_U GIANG,,Aquariumwiki.com
KJ930190.1,Channa_asiatica_KJ930190.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_asiatica,1.61E-10,9.75E-09,0.016520282,Fishes_Node4675,67.63254398,30.06669757,25.13636364,19.98813934,Freshwater,64.1,8,1.434170394,1000,NA,FishBase,The Freshwater Fishes of Guangdong,,Aquariumwiki.com
KF420268.1,Channa_marulius_KF420268.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Channidae,Channa_marulius,2.54E-10,4.07E-09,0.062488767,Fishes_Node4675,67.63254398,24.93746406,24.21786121,20.04337006,Freshwater,49465.3,10,4.474378696,40000,NA,FishBase,FishBase,,Aquariumwiki.com
KJ808811.1,Anabas_testudineus_KJ808811.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Anabantidae,Anabas_testudineus,2.09E-10,5.05E-09,0.041376937,Fishes_Node4685,69.3811608,69.38116017,17.328722,23.94864044,Freshwater,349.5,8,1.608453919,12571,NA,FishBase,FishBase,,FishBase
KU984978.1,Osphronemus_goramy_KU984978.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Osphronemus_goramy,1.01E-10,3.18E-09,0.031724726,Fishes_Node4685,69.3811608,63.72938553,7.99122807,26.28040466,Freshwater,6680.2,25,2.730423198,5508,NA,FishBase,"Some aspects in early life stage of giant gourami, Osphronemus goramy (Lacepede) larvae.",,Aquariumwiki.com
MW292561.1,Betta_smaragdina_MW292561.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Betta_smaragdina,3.18E-10,3.60E-09,0.088283959,Fishes_Node4685,69.3811608,30.94384274,16.54,25.95732117,Freshwater,4.2,2,0.836122605,721.2951184,NA,FishBase,,,Aquariumwiki.com
KR527219.1,Betta_splendens_KR527219.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Betta_splendens,5.09E-10,4.85E-09,0.105050887,Fishes_Node4685,69.3811608,30.94384274,13.83333333,27.29059448,Freshwater,3.3,2,0.804874791,390,NA,FishBase,FishBase,,FishBase
KJ813282.1,Macropodus_ocellatus_KJ813282.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Macropodus_ocellatus,1.73E-10,8.38E-09,0.020674912,Fishes_Node4685,69.3811608,27.37123295,36.13636364,12.3994606,Freshwater,4.1,5,0.78556298,632.3518945,NA,FishBase,,,Aquariumwiki.com
KM588227.1,Macropodus_opercularis_KM588227.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Macropodus_opercularis,2.01E-10,6.81E-09,0.029577388,Fishes_Node4685,69.3811608,17.04381361,27.44845361,17.80059357,Freshwater,4.3,8,0.817509451,606,NA,FishBase,"Optimum dietary protein requirement of Paradise fish, Macropodus opercularis based on growth and reproduction performances",,FishBase
MN128300.1,Macropodus_hongkongensis_MN128300.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Macropodus_hongkongensis,1.28E-10,5.46E-09,0.023461602,Fishes_Node4685,69.3811608,15.88949458,22.5,22.72187195,Freshwater,3.8,4.712436048,0.772435087,610.2624571,NA,FishBase,,,
KU215670.1,Macropodus_erythropterus_KU215670.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Macropodus_erythropterus,4.53E-10,1.02E-08,0.044549931,Fishes_Node4685,69.3811608,15.88949458,17,24.71519012,Freshwater,4.9,4.856367982,0.804874791,665.5984275,NA,FishBase,,,
KP301136.1,Colisa_fasciata_KP301136.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Trichogaster_fasciata,2.86E-10,8.33E-09,0.034351208,Fishes_Node4685,69.3811608,26.62958308,26.08095238,22.84198608,Freshwater,38.8,8,1.126396382,19291,NA,FishBase,"Biology and fishery of banded gourami, Colisa fasciata (Bloch and Schneider 1801) in a floodplain wetland of Ganga river basin",,Aquariumwiki.com
NC_022479.1,Colisa_lalia_NC_022479.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Trichogaster_lalius,2.04E-10,1.14E-08,0.017868596,Fishes_Node4685,69.3811608,26.62958308,27.37254902,23.65350189,Freshwater,18.1,4,0.978214735,800,NA,FishBase,"The effect of Spirulina on reproductive parameters, body composition, immune indices and digestive enzyme in dwarf gourami (Trichogaster lalius)",,Aquariumwiki.com
KP699581.1,Trichogaster_leerii_KP699581.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Trichopodus_leerii,2.52E-10,6.15E-09,0.041009793,Fishes_Node4685,69.3811608,29.97589305,2.590909091,26.29232788,Freshwater,29.5,6,1.103009796,1294.04735,NA,FishBase,,,Aquariumwiki.com
KY606169.1,Trichopodus_pectoralis_KY606169.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Trichopodus_pectoralis,1.35E-10,8.18E-09,0.016477841,Fishes_Node4685,69.3811608,12.51575418,11.1036036,25.61511536,Freshwater,324,8.057623717,1.608453919,1000,NA,FishBase,FishBase,,
KP100265.1,Trichogaster_trichopterus_KP100265.1,Anabantiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anabantiformes,Osphronemidae,Trichopodus_trichopterus,1.78E-10,9.96E-09,0.017869,Fishes_Node4685,69.3811608,12.51575425,8.619047619,25.58501892,Freshwater,128.4,6.649977127,1.237049961,1648.307699,NA,FishBase,,,
MW689259.1,Toxotes_chatareus_MW689259.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Incertae-sedis-in-Carangaria,Toxotidae,Toxotes_chatareus,1.14E-10,3.09E-09,0.036728686,Fishes_Node4699,83.15662238,83.15662203,15.03571429,26.12189941,Freshwater,1411.5,8,1,150000,NA,FishBase,"Aspects of the reproductive biology of two archer fishes Toxotes chatareus, (Hamilton 1822) and Toxotes jaculatrix (Pallas 1767)",FishBase,Aquariumwiki.com
MW532168.1,Pentanemus_quinquarius_MW532168.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Incertae-sedis-in-Carangaria,Polynemidae,Pentanemus_quinquarius,2.17E-10,5.42E-09,0.040057493,Fishes_Node4699,83.15662238,50.22101519,6.585365854,26.81114769,Marine,338.8,10.40679503,1.912108748,61244.1054,NA,FishBase,,,
KT593869.1,Eleutheronema_tetradactylum_KT593869.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Incertae-sedis-in-Carangaria,Polynemidae,Eleutheronema_tetradactylum,2.42E-10,4.25E-09,0.057022364,Fishes_Node4699,83.15662238,31.90851644,11.02631579,26.88248749,Marine&Freshwater,63670.4,23.86780937,4.683394623,341358,NA,FishBase,FishBase,,
MW630081.1,Eleutheronema_rhadinum_MW630081.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Incertae-sedis-in-Carangaria,Polynemidae,Eleutheronema_rhadinum,3.23E-10,3.54E-09,0.091023448,Fishes_Node4699,83.15662238,31.90851644,26.11333333,23.39494514,Marine,2921.1,14.85570486,2.807578267,363609.2306,NA,FishBase,,,
KP259870.1,Polydactylus_sextarius_KP259870.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Incertae-sedis-in-Carangaria,Polynemidae,Polydactylus_sextarius,4.20E-10,6.11E-09,0.068757238,Fishes_Node4699,83.15662238,41.34531661,8.793733681,28.3037014,Marine,532.1,9.6701734,1.76646329,42413.92133,NA,FishBase,,,
KU199001.1,Polynemus_dubius_KU199001.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Incertae-sedis-in-Carangaria,Polynemidae,Polynemus_dubius,1.26E-10,5.43E-09,0.023243425,Fishes_Node4699,83.15662238,41.34531661,2.5,27.49141541,Marine&Freshwater,52.2,7.972096746,1.434170394,10256,NA,FishBase,"Beberapa Aspek Biologi Ikan Kurau (Polynemus dubius) di Estuari Sungai Indragiri, Riau",,
KU315124.1,Istiophorus_platypterus_KU315124.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Istiophoriformes,Istiophoridae,Istiophorus_platypterus,6.28E-11,9.30E-09,0.006756543,Fishes_Node4707,2.28882393,2.2888235,18.0909434,24.88488388,Marine,123288.3,13,6.225775336,2097481,NA,FishBase,FishBase,,FishBase
KU315120.1,Makaira_nigricans_KU315120.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Istiophoriformes,Istiophoridae,Makaira_nigricans,1.08E-10,1.14E-08,0.009469012,Fishes_Node4707,2.28882393,1.82199655,20.78349873,4,Marine,951383.8,17,7.500427195,13500000,NA,FishBase,Reproduction and Development in Epipelagic Fishes,,Reproduction and Development in Epipelagic Fishes
KJ510416.1,Istiompax_indica_KJ510416.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Istiophoriformes,Istiophoridae,Istiompax_indica,2.49E-10,1.11E-08,0.022408063,Fishes_Node4707,2.28882393,1.70695322,19.53502978,24.27453423,Marine,23185.4,35.67120904,7.225825944,6.70E+07,NA,FishBase,FishBase,,
KU315127.1,Kajikia_albida_KU315127.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Istiophoriformes,Istiophoridae,Kajikia_albida,2.22E-10,1.42E-08,0.015608542,Fishes_Node4707,2.28882393,1.49296744,23.62398098,23.06904411,Marine,125010,12,5.768522839,877000,NA,FishBase,Physiological Stress and Post-Release Mortality of White Marlin (Kajikia albida) Caught in the U.S Recreational Fishery,,Reproduction and Development in Epipelagic Fishes
KU315123.1,Tetrapturus_georgii_KU315123.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Istiophoriformes,Istiophoridae,Tetrapturus_georgii,2.87E-10,2.22E-08,0.012900656,Fishes_Node4707,2.28882393,1.49296743,19.98899813,24.61254883,Marine,21500,22.93859826,4.486928455,331401.4361,NA,FishBase,,,
FJ154956.1,Rachycentron_canadum_FJ154956.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Rachycentridae,Rachycentron_canadum,3.55E-10,5.28E-09,0.067198234,Fishes_Node4713,38.391904,38.39190382,15.49911583,26.55774879,Marine,56242.7,15,2.5,1935000,NA,FishBase,FishBase,FishBase,FishBase
MH576916.1,Coryphaena_equiselis_MH576916.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Coryphaenidae,Coryphaena_equiselis,3.73E-10,5.52E-08,0.006765768,Fishes_Node4713,38.391904,3.1638785,18.74866047,24.54869843,Marine,12121.1,4,1.976730362,168498.2478,NA,FishBase,,,FishBase
KF719178.1,Coryphaena_hippurus_KF719178.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Coryphaenidae,Coryphaena_hippurus,4.52E-10,3.70E-08,0.012233322,Fishes_Node4713,38.391904,3.1638785,19.77517651,24.27891159,Marine,77310,4,0.4,134890,NA,FishBase,FishBase,FishBase,FishBase
KJ556976.1,Trachinotus_carolinus_KJ556976.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Trachinotus_carolinus,1.86E-10,2.78E-08,0.006700528,Fishes_Node4716,3.20234257,3.20234244,19.22470588,25.59615517,Marine,1496.2,4.2,2.655165988,630000,NA,FishBase,CONDITIONING FLORIDA POMPANO (Trachinotus carolinus) FOR CONTINUOUS SPAWNING,,FishBase
KF356397.1,Trachinotus_ovatus_KF356397.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Trachinotus_ovatus,2.35E-10,2.37E-08,0.009912399,Fishes_Node4716,3.20234257,2.43915576,32.35344828,19.78569984,Marine,336,5,3.296874876,32080,NA,FishBase,"Reproductive traits of the pompano, Trachinotus ovatus (Linnaeus, 1758), in the north-western Mediterranean",,FishBase
KJ184305.1,Trachinotus_blochii_KJ184305.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Trachinotus_blochii,2.53E-10,2.64E-08,0.009577968,Fishes_Node4716,3.20234257,2.43915576,11.55627706,27.97678375,Marine,14980.4,7.629387912,2.186395567,128058.0882,NA,FishBase,,,
KT824759.1,Elagatis_bipinnulata_KT824759.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Elagatis_bipinnulata,1.13E-10,1.05E-08,0.010806725,Fishes_Node4719,23.18013653,23.18013623,9.824101198,26.68135643,Marine,20455.4,6,1.832386972,1.00E+05,NA,FishBase,"Broodstock development through regulation of photoperiod and controlled breeding of silver pompano, Trachinotus blochii (Lacepede, 1801) in India",,FishBase
KT591876.1,Seriolina_nigrofasciata_KT591876.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Seriolina_nigrofasciata,3.06E-10,1.51E-08,0.020333993,Fishes_Node4719,23.18013653,6.1734218,11.83310856,27.8944416,Marine,5439.6,7.102269182,2.571183466,82364.72358,NA,FishBase,,,
NC_016868.1,Seriola_quinqueradiata_NC_016868.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Seriola_quinqueradiata,2.36E-10,2.30E-08,0.010229764,Fishes_Node4719,23.18013653,2.65718134,32.1746988,20.89300728,Marine,42862.5,8.01356208,1.956216248,173352.1469,NA,FishBase,,,
MH211123.1,Seriola_lalandi_MH211123.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Seriola_lalandi,2.38E-10,1.49E-08,0.015933815,Fishes_Node4719,23.18013653,2.65718134,17.35564854,24.9162674,Marine,116392.1,12,2,4.00E+05,NA,FishBase,Captive spawning and larval rearing of California yellowtail (Seriola lalandi),FishBase,FishBase
KP347126.1,Seriola_rivoliana_KP347126.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Seriola_rivoliana,2.98E-10,1.82E-08,0.016434248,Fishes_Node4719,23.18013653,3.22943645,11.62286689,25.43183172,Marine,56676.7,8.095902768,1.911454195,184627.7577,NA,FishBase,,,
NC_016870.1,Seriola_dumerili_NC_016870.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Seriola_dumerili,1.80E-10,1.60E-08,0.011262162,Fishes_Node4719,23.18013653,3.22943645,16.82759192,21.88454285,Marine,88634.2,15,2.7,330821,NA,FishBase,Multiple GnRHa injections to induce successful spawning of wild caught greater amberjack (Seriola dumerili) matured in captivity,FishBase,FishBase
KJ148633.1,Selar_crumenophthalmus_KJ148633.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Selar_crumenophthalmus,1.34E-10,1.69E-08,0.007924064,Fishes_Node4724,15.94570452,15.94570361,14.60684089,26.94614601,Marine,7367.1,7.102269182,2.571183466,136000,NA,FishBase,"Reproductive biology of two Hawaiian pelagic carangid fishes, the bigeye scad, Selar crumenophthalmus, and the round scad, Decapturus macarellus",,
KM201334.1,Carangoides_equula_KM201334.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Carangoides_equula,4.52E-10,1.41E-08,0.032118382,Fishes_Node4724,15.94570452,12.61321691,13.9735031,19.85101064,Marine,1950.9,6.733654392,2.900977157,59300.60087,NA,FishBase,,,
AP003091.1,Trachurus_japonicus_AP003091.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Trachurus_japonicus,2.06E-10,1.60E-08,0.012859783,Fishes_Node4724,15.94570452,1.6088323,35.8974359,19.1068573,Marine,1545.1,12,3,48500,NA,FishBase,FishBase,FishBase,FishBase
AB108498.1,Trachurus_trachurus_AB108498.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Trachurus_trachurus,2.34E-10,1.10E-08,0.021298661,Fishes_Node4724,15.94570452,1.6088323,48.49575071,4,Marine,2785,7.102269182,2.6,129759,NA,FishBase,FishBase,FishBase,
MN102718.1,Decapterus_tabl_MN102718.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Decapterus_tabl,8.13E-11,2.73E-08,0.002981425,Fishes_Node4724,15.94570452,4.01446301,17.32126348,25.46812615,Marine,1760.2,6.733654392,2.900977157,20000,NA,FishBase,FishBase,,
MT818506.1,Decapterus_maruadsi_MT818506.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Decapterus_maruadsi,5.12E-11,1.05E-08,0.004877522,Fishes_Node4724,15.94570452,2.08588548,11.3944765,27.71705627,Marine,401.5,6.210270958,3.484287965,139500,NA,FishBase,"Some biological parameters and fisheries status of shared stock Decapterus, Rastrelliger and tunas in coastal seawaters of Vietnam",,
MN711693.1,Decapterus_russelli_MN711693.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Decapterus_russelli,5.11E-10,1.32E-08,0.038741128,Fishes_Node4724,15.94570452,2.08588548,13.0884984,25.34697312,Marine,836.3,6.622210066,3,18336,NA,FishBase,FishBase,FishBase,
KM986880.1,Decapterus_macarellus_KM986880.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Decapterus_macarellus,2.13E-10,4.05E-08,0.005272608,Fishes_Node4724,15.94570452,1.58986371,14.52291742,20.97566938,Marine,1815.6,6.645304822,2.989044668,46105,NA,FishBase,"Reproductive Potential of the Mackerel Scad, Decapterus macarellus (Cuvier, 1833) in the Coastal Waters of Tanzania",,
KF841444.1,Decapterus_macrosoma_KF841444.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Decapterus_macrosoma,3.05E-10,5.89E-08,0.005170288,Fishes_Node4724,15.94570452,1.58986371,12.69751082,27.22608202,Marine,417.5,6.363774015,3,55450,NA,FishBase,FishBase,FishBase,
KJ192332.1,Parastromateus_niger_KJ192332.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Parastromateus_niger,1.46E-10,1.44E-08,0.010147539,Fishes_Node4724,15.94570452,7.69966199,11.84931997,27.83393097,Marine,8434,7.18031052,2.508339169,1692,NA,FishBase,FishBase,,
KT819204.1,Uraspis_secunda_KT819204.1,Carangiformes related,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Carangiformes,Carangidae,Uraspis_secunda,1.33E-10,1.89E-08,0.007055874,Fishes_Node4724,15.94570452,7.69966191,12.49305988,26.45230103,Marine,1942.1,6.733654392,2.900977157,59300.60087,NA,FishBase,,,
